,title,url
646,Algebra Linear equation & inequalities in one variable (MATH),https://create.kahoot.it/details/b200a603-e1ca-4587-bfc3-f2c729966a48
647, Algebra Inverse Functions (MATH),https://create.kahoot.it/details/866a600c-ee6b-45e0-b674-ceb932575479
648,Rational and Irrational Numbers (MATH),https://create.kahoot.it/details/18d608c2-2246-4236-9ea1-7b3ba2421c12
649,Algebra Quadratic Equations (MATH),https://create.kahoot.it/details/8cad3dc0-d183-4014-9ed5-427b7059cb6e
650,Functions Function Notation (MATH),https://create.kahoot.it/details/6776a450-dfea-461d-80ab-6c8a8ba86b17
651,Algebra Rearrange Formulas (MATH),https://create.kahoot.it/details/11c9b177-96a3-4c3c-a7dc-b2591a14a713
652,Functions Average Rate of Change (MATH),https://create.kahoot.it/details/1a5db5be-0e2e-4761-85d5-6455b2ef2004
653,Algebra Systems of Linear and Quadratic Equations (MATH),https://create.kahoot.it/details/2984566e-81f5-4f3f-82e6-bdfa93e673ee
654,Number and Quantity Radicals and Rational Exponents (MATH),https://create.kahoot.it/details/c17c3215-0e37-489c-9abf-56660563b939
655,Algebra Graphs and Zeros of Polynomials (MATH),https://create.kahoot.it/details/96527a0c-fe19-41d8-b886-811c45175392
656,Geometry Characteristics of Similar Solids (MATH),https://create.kahoot.it/details/4c3e4b84-d3f8-475f-99bb-59eb2835c13d
657,Geometry Pythagorean Theorem Word Problems (MATH),https://create.kahoot.it/details/947a6c8f-5dde-46d2-b640-901a1a8ab7d9
658,Geometry Dilations and Scale Factors (MATH) - Christmas edition,https://create.kahoot.it/details/f95d7ae7-1dcf-4708-bf78-a51175fcf8f3
659,Geometry Special Right Triangles (MATH),https://create.kahoot.it/details/a578dde4-d0a9-4bf3-80ad-96003d04d40b
660,Geometry Similar Triangle Concepts (MATH),https://create.kahoot.it/details/d88f86a3-2825-4898-a2a8-dbed48a6c3de
661,Geometry Area and Perimeter of Similar Figures (MATH),https://create.kahoot.it/details/ab253fa0-e26b-46e1-bf29-e253961273f1
662,Geometry Surface Area of Solids (MATH),https://create.kahoot.it/details/5b6f60ec-91d4-43d2-b374-869aadc470ce
663,Geometry Triangle Relationships (MATH),https://create.kahoot.it/details/4fab531d-5859-4fc1-9baa-e954679b7532
664,Geometry Trigonometric Ratios (MATH),https://create.kahoot.it/details/91c4eb21-c512-4db3-90f5-88ac5d711e2c
665,Circle Relationships involving Measurement (MATH),https://create.kahoot.it/details/3d7ac558-17b6-4c36-8eaa-c4f76f53ae47
666,Geometry Circle Relationships (MATH),https://create.kahoot.it/details/c7576755-b622-4f4d-8288-b01704608493
667,Geometry Theorems Involving Lines and Angles (MATH),https://create.kahoot.it/details/68917e08-de86-4f8a-88cc-7785bc270d0c
668,Geometry Properties of Quadrilaterals (MATH),https://create.kahoot.it/details/b06e440f-8e11-4a3d-a665-902e191d8100
669,Geometry Parallel and Perpendicular Lines (MATH),https://create.kahoot.it/details/b27f6f61-f0fa-4103-b84a-93e50cbc2247
670,Write a formula for an arithmetic sequence (MATH),https://create.kahoot.it/details/3581d310-59fe-4516-a8e4-07d7e4f99f78
671,Write a formula for a geometric sequence (MATH),https://create.kahoot.it/details/dd59598b-3a00-48b7-aeb2-bae865340ce0
672,Sequence Review (MATH),https://create.kahoot.it/details/be9ddd50-493f-4a07-ba49-065566841cdb
673,Identify arithmetic and geometric sequences (MATH),https://create.kahoot.it/details/307b3cf0-4d5b-4663-b53b-b772a37c9410
674,Geometric sequences (MATH),https://create.kahoot.it/details/8d35a2ee-e033-4711-8033-3662eaed9b72
675,Sequences Evaluate formulas for sequences (MATH),https://create.kahoot.it/details/e41cda44-0559-4adf-85e2-8b9ecf1849a2
676,World Maths Day - Trivia,https://create.kahoot.it/details/dd78c097-c030-4f39-9305-cafe2246b0d5
677,Pi Day Trivia ,https://create.kahoot.it/details/0210be57-ce68-489a-9054-d9165b8165ff
678,World Math Day Maxi Quiz,https://create.kahoot.it/details/df1b2784-5c41-44a7-8b39-12e518b19a2f
679,Math problems - Halloween edition,https://create.kahoot.it/details/ef467455-dace-4f86-92ed-cf8f35902576
680,Multiplication of Multi-Digit Decimals Word Problems (Easter edition),https://create.kahoot.it/details/47aa8611-38bf-4503-ac54-39a2617c34e5
681,Subtraction Multi-Digit Numbers Word Problems (Easter edition),https://create.kahoot.it/details/0a0891ab-bb98-4f3f-a2d4-3ddf338946cd
682,Math Slope of a Line – Winter Edition,https://create.kahoot.it/details/d75be10d-e103-48f2-89a8-2dc0d30199c5
683,Geometry Holiday Coordinate Pairs (MATH),https://create.kahoot.it/details/637e5b74-b7e0-4a9d-835b-29b95b0bbf62
684,Geometry: Holiday Symmetry (MATH),https://create.kahoot.it/details/61d327f5-1c9c-44f6-9886-4362d2cfc607
685,Statistics and Probability Statistical Questions Thanksgiving Edition (MATH),https://create.kahoot.it/details/d79273bf-6702-4cc2-bc06-358439aff50e
686,Algebraic Thinking Two-Step Holiday Word Problems (MATH),https://create.kahoot.it/details/894d9070-bbd2-450e-802e-32a391b4f98b
687,Fractions Multiplying Fractions Word Problems - Thanksgiving Edition (MATH),https://create.kahoot.it/details/29a04198-d4e6-4f9e-b1c6-317685bb2fea
688,Algebra Rate of Change Thanksgiving Edition (MATH),https://create.kahoot.it/details/a7e553be-2f08-4239-9b67-7b200e9b9464
689,Number Systems Addition of Decimals Word Problems - Thanksgiving Edition  (MATH),https://create.kahoot.it/details/c4ae728e-b1e3-42e5-bc4f-d2e91c4fd3cc
690,Algebra Graphing Linear Inequalities in Two Variables at Thanksgiving (MATH),https://create.kahoot.it/details/29fc9ec9-f516-438b-89c3-cce2cf4211a2
691,Multi-Digit Addition Word Problems (Christmas),https://create.kahoot.it/details/3882fab0-858f-4b12-a091-764dfa90437a
692,Multiplication of Fractions – word problems (Christmas),https://create.kahoot.it/details/c2456313-4f28-4019-9752-b59ff07e073e
693,Multi-Digit Multiplication: Christmas Word Problems,https://create.kahoot.it/details/0179efcd-4e7f-4787-a25c-20d96473131e
694,Multiplication Using Arrays Thanksgiving Edition (MATH),https://create.kahoot.it/details/1f53d356-0c2c-46d6-bd2f-fb455763b5da
695,Algebraic Thinking Single Word Problems - Thanksgiving Edition (MATH),https://create.kahoot.it/details/bdb98913-0c3e-4640-8602-4768950b2096
696,Empathy,https://create.kahoot.it/details/df04510f-23ec-45c4-a91c-08220791a01b
697,What is Identity?,https://create.kahoot.it/details/3f57cf21-c631-43ed-87eb-0defa4ed30ba
698,Compassion Circle,https://create.kahoot.it/details/fe0e4145-0f20-4565-b9ba-64558b0d2de8
699,Perspective Taking ,https://create.kahoot.it/details/d7ec76d8-e9bc-4e9f-8b06-79d2febdcd8e
700,Respectful Communication,https://create.kahoot.it/details/f09cea07-acd7-4a5b-aaa2-fd7533b9c809
701,All About Us! Quiz Template,https://create.kahoot.it/details/19b5ae13-3e25-41ed-bd1b-d9423fa66981
702,Critical Thinking,https://create.kahoot.it/details/e1ab16ca-e956-4840-a979-cefe21a9e803
703,Cooperation,https://create.kahoot.it/details/acd0e556-c86f-4bc3-ab9f-133509e3d175
704,Kindness,https://create.kahoot.it/details/dfbb233c-5579-4569-b810-74845dab05ae
705,Winter Joy,https://create.kahoot.it/details/bd90b2dc-c89f-4600-8682-c0b8908e0b24
706,International Day of Happiness!,https://create.kahoot.it/details/f4543c80-4dcc-48be-9123-bf0838b17893
708,Gratitude Gathering,https://create.kahoot.it/details/d3227ffc-3327-4d98-9df3-13b074fa2af1
709,I Can (and Did!) ,https://create.kahoot.it/details/8ce25867-4f9d-4fcc-b88e-090f397260b8
710,Kahoot! with Groot!,https://create.kahoot.it/details/9983b771-65bc-4175-af56-d647d3cabc8d
711,X-Men: Physical Science,https://create.kahoot.it/details/7b27c41f-7683-401c-8ca8-466cd8431028
712,Beast-ly Science,https://create.kahoot.it/details/e84385d8-6423-4a6d-ae0d-0b9135489f3a
713,X-Men: Life Science,https://create.kahoot.it/details/695ac5fb-e233-4d86-9d40-bb9dee74c74c
714,Clawing through Science with Wolverine,https://create.kahoot.it/details/c713aca9-6dfc-42ba-8723-2680c0dd6377
715,Weather & Earth with Storm,https://create.kahoot.it/details/f071adb9-02ca-4ce3-bd22-0eef4da955d9
716,Life Science with Groot!,https://create.kahoot.it/details/9220fd74-8662-42ad-b3d7-3a1e85107414
717,Black Panther Physics,https://create.kahoot.it/details/e22e95f4-754e-4024-99a2-c0700bbe2869
718,Science with Cap!,https://create.kahoot.it/details/e3f6f171-37ac-44a6-b161-277bd89669ed
719,Captain Marvel’s Universe,https://create.kahoot.it/details/5668edff-c2bb-4193-b09f-ff9637685a50
720,Science & Engineering with Iron Man,https://create.kahoot.it/details/538d17d1-ac9d-4f56-9732-6951d4e909d7
721,Avengers – Physical Science,https://create.kahoot.it/details/238900cc-e023-46c7-adf7-241f7a6229a7
722,Avengers – Life Science,https://create.kahoot.it/details/d48a7243-48b4-457f-b69a-19be0182dfa5
723,Smash Physics with the Hulk,https://create.kahoot.it/details/5d0ce1ba-e411-4720-8f98-406b1cb82afe
724,Science Stingers with Wasp,https://create.kahoot.it/details/cc51ed70-2521-4537-b892-8ee3aea8ba7e
725,Clima y Tierra con Tormenta,https://create.kahoot.it/details/49746149-6dec-42a3-bca1-8b154ae7c239
726,Universo de Capitana Marvel,https://create.kahoot.it/details/6fc43135-1d7a-426f-8460-3cac4a259ca1
727,X-Men: Ciencias físicas,https://create.kahoot.it/details/232d662f-9823-4440-b6a5-711081d4943f
728,"Las garras de la ciencia, como las de Wolverine",https://create.kahoot.it/details/8bf20423-ee65-4703-b5d6-becc18e41abc
729,X-Men: Ciencias de la vida,https://create.kahoot.it/details/51b4e029-0a06-4a68-a244-0d6b93d6124b
730,¡Ciencia con el Capitán!,https://create.kahoot.it/details/e4cc01d4-beb7-4e27-887c-8f0b09110f6f
731,Ciencia Bestial,https://create.kahoot.it/details/6ea96853-06d3-4967-a45f-6e92d2e3dc8e
732,Física de Black Panther,https://create.kahoot.it/details/bfccfc3a-581f-40ae-83bb-20f273bb64e6
733,Avengers: Ciencias físicas,https://create.kahoot.it/details/54231cfb-66e7-49ec-b960-bfdc42cd09dc
734,Avengers: Ciencias de la vida,https://create.kahoot.it/details/41f28d17-0e68-44cc-a674-7dc0e4aa1239
735,Kahoot! con Groot,https://create.kahoot.it/details/1905db98-f845-4692-9214-17c6eec11f56
736,Un golpe de ciencia con Hulk,https://create.kahoot.it/details/d905d63d-43ff-4bce-b05b-0d29485cd637
737,Picadas de ciencia con Avispa,https://create.kahoot.it/details/769d92f6-e7ca-48cd-981f-99d005ae1470
738,Ciencia e ingeniería con Iron Man,https://create.kahoot.it/details/178d3c74-9770-40f6-b135-a50a637f3121
739,Ciencias de la vida con Groot,https://create.kahoot.it/details/8a327301-5bd0-47a4-ad97-3f1936b82d4e
740,Dealing with Negativity Online,https://create.kahoot.it/details/8af84e61-aaec-4ebc-85b9-c6d23f1dde83
741,Privacy Matters. Doesn't It?,https://create.kahoot.it/details/80236356-0ded-4ace-8e06-ff47a2eb4885
742,News & Media Literacy,https://create.kahoot.it/details/dcca9acc-5145-4c81-bb14-73f5e62076e7
743,Who Are You on Social Media?,https://create.kahoot.it/details/887ffd66-200c-458c-95ac-4b9203c2d370
744,"Digital Lives, Digital Friendships",https://create.kahoot.it/details/9814aca1-89f9-4d3c-8156-7c6ca25dc530
745,The Health Effects of Tech,https://create.kahoot.it/details/4e9f4607-211b-4017-a831-e6c42511ecb8
746,Sherlock Holmes Trivia,https://create.kahoot.it/details/0abc2c1b-138c-41e5-8239-db7085b1f8b9
747,Pippi Longstocking Trivia,https://create.kahoot.it/details/38541768-0d77-4206-aa48-91345bc95589
748,Peppa Pig Trivia,https://create.kahoot.it/details/302da3a1-b177-41a3-b97b-500bb45752e1
749,Facts about children and reading,https://create.kahoot.it/details/87e21a9a-cb00-4ab7-a185-9b65e56ade18
750,World Book Day 2021,https://create.kahoot.it/details/f2b4f95a-895d-428b-aebf-f54168184554
751,Pick a book character,https://create.kahoot.it/details/4569a890-eb19-495a-b98b-ba44ce0d5312
752,The Gruffalo Trivia,https://create.kahoot.it/details/e1719819-48ad-4ebc-a66c-7f6007b50da1
753,Gangsta Granny Trivia,https://create.kahoot.it/details/48e25270-a962-4b07-9788-fdb090fe2962
754,Harry Potter Trivia,https://create.kahoot.it/details/af2b8a15-3a20-4ab7-b66a-7642a0e6eb88
755,Phonics Training,https://create.kahoot.it/details/86cd5ac6-6cc7-49cc-8b3f-6fb7f67fcf21
756,Reading Essentials,https://create.kahoot.it/details/bf120112-7016-4266-8483-dc9d56f0d617
757,"Reef at Risk (October 1, 2021)",https://create.kahoot.it/details/3b57cacb-c62d-446e-90b4-9ea4cd0ca600
758,Volcanoes! (G2 October 2021),https://create.kahoot.it/details/b6dc860a-729a-4d84-a422-04e51600b2e5
759,Volcanoes! (K1 October 2021),https://create.kahoot.it/details/d7376e3a-6f33-4d98-a8c8-e515fb99ab45
760,"Protecting Our Parks (September 10, 2021)",https://create.kahoot.it/details/e6a4ca10-e24e-4894-8f5e-be34b6f24d0a
761,Incredible Insects (May 2021),https://create.kahoot.it/details/72b97e17-ee62-4533-b9de-29782eb376bc
762,All About Stars (March 2021),https://create.kahoot.it/details/e6ec7730-1487-403c-9fa9-a505d4784d1e
763,On the Hunt (February 2021),https://create.kahoot.it/details/35ed95bf-3183-44d8-b9c4-d7b79735ad44
764,Ready to Hatch (April 2021),https://create.kahoot.it/details/4c9c9842-fb73-4c36-9a5d-588976789fbb
765,Stay Away! (November 2020),https://create.kahoot.it/details/68f278d6-eefe-43cf-96f7-4d25e2f3cb5b
766,Growing a Pumpkin (October 2020),https://create.kahoot.it/details/b21160ff-b67c-44e7-88ff-3669fd9e79bb
767,Our Planet (April 2020),https://create.kahoot.it/details/95a8a0a6-c811-4f69-953a-0d3536074111
768,Under the Sea (May 2020),https://create.kahoot.it/details/57ef854e-c9aa-4d07-98c2-bae32bed4518
769,Animals in Winter ,https://create.kahoot.it/details/13dfdf69-a488-40e6-aeec-e0264253d826
770,A World of Games (December 2020/January 2021),https://create.kahoot.it/details/29993c2f-2bad-44ec-a3a3-98ee313dd45b
771,The Titanic (April 2021) ,https://create.kahoot.it/details/dd6fc606-54d3-48a4-8c2d-e05cec7b1d17
772,"On ""Three""! (March 2021)",https://create.kahoot.it/details/9e3a114b-6611-4596-a56d-d7aeeb9a3806
773,At the Movies (February 2021),https://create.kahoot.it/details/73cce995-d20a-4b6e-9cfa-6fdcf25ca507
774,Rainforest Life (December 2020/January 2021),https://create.kahoot.it/details/85cc94ae-b9e0-44b9-a98f-2490e0051af6
775,Safe Travels (November 2020),https://create.kahoot.it/details/f5cf904e-a2f1-40aa-8b58-821474b55811
776,Who Will Be President? (October 2020),https://create.kahoot.it/details/bf73a199-56c4-400e-8d48-c366ec0d0048
777,Good Dogs (November 2020),https://create.kahoot.it/details/b47433cd-1401-42e7-a272-8bdcff4a5e1d
778,Full Speed Ahead (April 2020),https://create.kahoot.it/details/2a7cea78-6c93-43d4-862a-d3ae4d3b6b46
779,Dive In (May 2020),https://create.kahoot.it/details/1ad72267-0b34-4094-b720-62c789970295
780,Inside Congress (May 2020) ,https://create.kahoot.it/details/0707b5ae-8b98-4934-ba7a-d7491d8d4bf9
781,"Earth Day (April 16, 2021)",https://create.kahoot.it/details/e04c159a-dafe-4fd9-8ce7-b68f0d8cc899
782,"Mars Mission (March 26, 2021)",https://create.kahoot.it/details/568da8bc-1e38-4d4a-8644-1a93e603628e
783,"Special Delivery (January 22, 2021)",https://create.kahoot.it/details/c28067e5-bc1f-48c3-b759-2344dcac1683
784,"Studying Kindness (December 18, 2020)",https://create.kahoot.it/details/263b006f-efd4-45f6-87f2-8cc073452e98
785,"A Better Burger? (February 28, 2020)",https://create.kahoot.it/details/fc18d5da-7029-426c-a419-ab07eedc5cea
786,"Wild Crossings (March 13, 2020)",https://create.kahoot.it/details/7c5e910b-d8ed-4229-9531-66b959663cc1
787,"Inside the Rise of Graphic Novels (March 27, 2020)",https://create.kahoot.it/details/68bc43cb-33f6-4982-be80-7e45ff139262
788,"Counting Penguins (April 17, 2020)",https://create.kahoot.it/details/32a8f17e-b8d1-42b3-8517-caba6ee61998
789,"Back to School? (September 4, 2020)",https://create.kahoot.it/details/d8df91d3-ea31-45a9-a18a-01158de53d94
790,"Election 2020 (October 16, 2020)",https://create.kahoot.it/details/224190ba-0c2e-4a01-bf41-a30eb8647274
791,¿La mejor hamburguesa? (28 de febrero de 2020),https://create.kahoot.it/details/ef9a2fbb-98a8-44be-b08b-3a7f360e36fb
792,Cruces salvajes (13 de marzo de 2020),https://create.kahoot.it/details/459001ae-3f9e-4843-b598-9d1dbc2454df
793,Dentro del ascenso de las novelas gráficas (27 de marzo de 2020),https://create.kahoot.it/details/01b65f02-e23b-468a-b3bd-d5b7f95fcd7a
794,Al agua (mayo de 2020),https://create.kahoot.it/details/090ced6b-b3d4-4125-80ad-9e416d9cc34e
795,A toda velocidad (abril de 2020),https://create.kahoot.it/details/508ad6f7-4adf-4d4b-829b-7aaaddf14a3c
796,Nuestro planeta (abril de 2020),https://create.kahoot.it/details/68acac8b-acff-43fa-9639-0165e16cc767
797,Contando pingüinos (17 de abril de 2020),https://create.kahoot.it/details/ae95bf1c-332c-4ab6-ae8a-2156bc14a59d
798,NewsHour EXTRA U.S. News Roundup: Week of October 4,https://create.kahoot.it/details/e41c88c8-2d4d-4a66-bb84-55fcede30b1a
799,NewsHour EXTRA U.S. News Roundup: Week of September 20,https://create.kahoot.it/details/7d3d4391-94a9-45bb-bae3-757e8abee809
800,NewsHour EXTRA U.S. News Roundup: Week of September 7,https://create.kahoot.it/details/27d70f83-b2c2-4d2b-8860-d7f6c5255e95
801,NewsHour EXTRA U.S. News Roundup: Week of August 16,https://create.kahoot.it/details/4f0f77fc-c48e-4e32-91b9-06a7d68c7e88
802,"Journalism in Action: Investigative Journalists, the Muckrakers",https://create.kahoot.it/details/49c4582e-a727-4ff6-9971-02544f525aa5
803,NewsHour EXTRA U.S. News Roundup: Week of July 26,https://create.kahoot.it/details/6110a7b3-8cc8-441f-b898-cce6fdc21f2a
804,NewsHour EXTRA U.S. News Roundup: Week of July 12,https://create.kahoot.it/details/4285fa23-f625-4a31-80de-0e2ecdba1aac
805,Quiz: Climate Change and the Environment,https://create.kahoot.it/details/85369f81-6fb3-4bd3-a482-24f7bc020f5f
806,NewsHour EXTRA U.S. News Roundup: Week of June 28,https://create.kahoot.it/details/b2ad2550-8ca7-4163-af4c-4b0645432199
807,NewsHour EXTRA U.S. News Roundup: Week of June 14,https://create.kahoot.it/details/9d85e8c7-21ec-434c-9be8-66a6a72ddd00
808,NewsHour EXTRA U.S. News Roundup: Week of May 31,https://create.kahoot.it/details/75fe2c91-ee99-4d3c-802b-1a2d23f3d8f7
809,NewsHour EXTRA U.S. News Roundup: Week of May 17,https://create.kahoot.it/details/2e16682f-c5c2-424f-a45f-634e9a1ed1ef
810,NewsHour EXTRA U.S. News Roundup: Week of May 3,https://create.kahoot.it/details/3f6a3501-006a-4c3b-940a-ec37dc3d6b74
811,NewsHour EXTRA U.S. News Roundup: Week of April 19,https://create.kahoot.it/details/4e206f46-3638-4b5c-8e8b-1088d6e76fef
812,NewsHour EXTRA U.S. News Roundup: Week of April 5,https://create.kahoot.it/details/47c79b12-f22a-4e62-a6bd-3b3fa6ec875d
813,PBS NewsHour EXTRA News Roundup: Week of March 22,https://create.kahoot.it/details/918a2709-d5b2-40e9-aad1-f6c20c2801b6
814,Power of Invention pt. 3: Coronavirus,https://create.kahoot.it/details/bdc6e71f-e9c8-41b9-9abb-93d2d9643f2d
815,Power of Invention pt. 2: Space Exploration,https://create.kahoot.it/details/4b106e9a-bec6-4b96-866c-7ea5e7598e37
816,Power of Invention pt. 1: Sports Injuries,https://create.kahoot.it/details/39488d70-5982-4c57-b4f5-df0a9aea4192
817,Post-Election News!,https://create.kahoot.it/details/a0c57b82-6814-42a9-bdf4-d7a420e3e62d
818,Election Day!,https://create.kahoot.it/details/882c82da-42e6-4218-b5bd-639de5776545
819,Election 2020: Health Care,https://create.kahoot.it/details/7020ade4-011b-4937-950f-53908324da2e
820,Election 2020 Kahoot: What You Need to Know!,https://create.kahoot.it/details/e5845eac-4c4c-4acd-80e7-163b664e5f54
821,Election 2020: The Economy & COVID,https://create.kahoot.it/details/8433da24-5599-4e0e-947b-65fe01871f93
822,Morning check-in,https://create.kahoot.it/details/6fa69ea4-2ef3-42e1-be0f-8a89de366707
823,What is love?,https://create.kahoot.it/details/728f7baf-2a7d-484a-bddf-fc20ab732fe7
824,Managing strong emotions,https://create.kahoot.it/details/3758d1bc-8cac-4f62-8029-0dd79918e4de
825,Identifying feelings: happy,https://create.kahoot.it/details/33c47288-4008-46cb-a79d-f91fe0ab489e
826,Identifying feelings: sad,https://create.kahoot.it/details/50366c7a-0339-47ff-a8ff-028a8944aac6
827,Identifying feelings: angry,https://create.kahoot.it/details/b598b4ba-b4d9-4d1b-8c9c-2dddd8d0c4aa
828,Identifying feelings: surprised,https://create.kahoot.it/details/ad49c28e-55cb-4a64-9c8f-59ca9304df3f
829,Midday check-in,https://create.kahoot.it/details/6cfaeab5-02d1-4c81-ac9f-cbd207c6a584
830,End of day check-in,https://create.kahoot.it/details/34cd7f6a-9b2b-462a-8baa-e96380695276
831,Two Whats?! And A Wow! - Lightning Bug Lighting,https://create.kahoot.it/details/121ff8cb-3a0d-4608-aa5b-91da44d22202
832,Two Whats?! And A Wow! - How to Train Your Potty,https://create.kahoot.it/details/b3729ce0-3300-4448-b7a6-f2025e78d8a1
833,Two Whats?! And A Wow! - Creature Feature Talent Show,https://create.kahoot.it/details/69a2b2a8-d6fe-446f-a0e7-a4a36c7b0075
834,Two Whats?! And A Wow! - What's In An Age?,https://create.kahoot.it/details/103037dd-bbd1-469b-98cc-40de41bcd8f6
835,Two Whats?! And A Wow! - Water Jellyfish Made Of?!,https://create.kahoot.it/details/c52ee8e7-aa74-49d6-b40d-6d1f98ac4276
836,Two Whats And A Wow Kahoot!: Breathing!,https://create.kahoot.it/details/dc8cbd09-1176-4085-a09f-32eb4cee600f
837,Two Whats And A Wow Kahoot!: EARS!,https://create.kahoot.it/details/b7e6b21e-b76a-43eb-b16a-fd1cc1540079
838,Two Whats And A Wow Kahoot!: Oldie But A Goodie!,https://create.kahoot.it/details/638bd755-3220-489c-a88f-44a848d717ba
839,Two Whats And A Wow Kahoot!: Sleep On It!,https://create.kahoot.it/details/7ec357e7-13ae-417a-9547-fb26697fa171
840,Two Whats And A Wow Holiday Edition!,https://create.kahoot.it/details/53eeecae-5498-4e1c-ba01-7101a1604469
841,Two Whats And A Wow Kahoot!: Bugging Out!,https://create.kahoot.it/details/fb794044-0f25-4b47-aca3-0457ed4cc469
842,Two Whats And A Wow Kahoot!: The Cat's Meow!,https://create.kahoot.it/details/fe32c03b-df5f-4cc7-9300-7b9d14b2e3f7
843,Two Whats And A Wow Kahoot!: Some Body to Love,https://create.kahoot.it/details/154fce1c-ea1b-4f5f-9660-55b105dd3eb9
844,Two Whats And A Wow Kahoot!: Animal Talent Show,https://create.kahoot.it/details/8d1d6cf6-f813-4cca-a12a-e17cc875bb9c
845,Two Whats And A Wow Kahoot!: Species Feces,https://create.kahoot.it/details/2f31ad16-b14b-497f-912d-5478a423508a
846,Two Whats And A Wow Kahoot!: Lighten Up!,https://create.kahoot.it/details/001bde0a-64e3-43d5-b486-fd00f6f8b3fa
847,Two Whats And A Wow Kahoot!: Smell,https://create.kahoot.it/details/c151274e-da5d-4646-9467-5f4208cb0b26
848,Two Whats And A Wow Kahoot!: Giraffes,https://create.kahoot.it/details/14699da6-0cda-4bf7-ad03-1724a4734d20
849,Two Whats And A Wow Kahoot!: Fingerprints,https://create.kahoot.it/details/458d776a-1596-4585-8c54-07c4215efd52
850,Media Literacy 1: What Is It?,https://create.kahoot.it/details/5f5fd794-da8e-4f81-b709-50d7926339ad
851,All About Animal Poop ,https://create.kahoot.it/details/6364e907-b54e-4bd1-81e6-aa210e3a8ece
852,Space Exploration,https://create.kahoot.it/details/8ae9c643-209f-49a2-ba60-01199b203af4
853,World Geography: Going to Extremes!,https://create.kahoot.it/details/808d7dd1-b542-4035-ae85-52d4c631253a
854,World History: Explorers!,https://create.kahoot.it/details/f78294f1-ce34-4923-ae1c-d4b65464550d
855,World Geography: Famous Landmarks,https://create.kahoot.it/details/fba5cd05-96af-4506-b8ce-388ff9b33fbb
856,World History: Castles,https://create.kahoot.it/details/2cf7885c-8771-47a1-aab4-bb2c1f13505e
857,Teens Who Made History,https://create.kahoot.it/details/8d9e949e-f0e6-4290-8439-f0e53b4bb60f
858,Greek God or Roman God?,https://create.kahoot.it/details/b5d04d4a-9266-43bd-93c4-0525bcb7c029
859,Funeral and Burial Traditions,https://create.kahoot.it/details/479955f1-656e-485f-8d36-da12ea8ff05b
860,Ancient Egypt: Old Kingdom,https://create.kahoot.it/details/b7c06d05-b4d2-4120-813b-98b559522311
861,World History: The Renaissance ,https://create.kahoot.it/details/17f74432-53ff-4d57-aeb4-e3cba5e0395c
862,U.S. History: Harriet Tubman & the Underground Railroad,https://create.kahoot.it/details/5f35214f-5155-43a8-bcb8-981e6357a37f
863,U.S. History: The Sons of Liberty,https://create.kahoot.it/details/c97e4b4c-b695-49e2-b150-25d1b2b7d1c4
864,U.S. Government and Politics,https://create.kahoot.it/details/74bf62a4-84b0-4662-a00d-3a7d81c38171
865,Hispanic Heritage,https://create.kahoot.it/details/675692bb-6dd9-4325-b38b-006c6de2de07
866,Native Americans,https://create.kahoot.it/details/1513eb5d-6d85-45ae-bd40-7909cc893fac
867,The United Nations (UN),https://create.kahoot.it/details/b94a2369-c74d-43f4-b795-435848d8554f
868,World War I: Overview,https://create.kahoot.it/details/4711f8e8-0180-4971-beb4-9902091c823d
869,World War I: Causes,https://create.kahoot.it/details/ee1600f4-5e6a-45d2-a215-01f952e546b7
870,Constellations,https://create.kahoot.it/details/7253d015-4ad7-42be-98a6-76131c449d09
871,Punctuation,https://create.kahoot.it/details/f186cf87-8e77-4fb7-b860-ceab23ea7352
872,Halloween ,https://create.kahoot.it/details/3e5d96f3-9678-4741-a1eb-3f08a3613416
873,Thanksgiving,https://create.kahoot.it/details/43c005c9-6298-4105-bfc7-4db065e49644
874,Edgar Allan Poe,https://create.kahoot.it/details/b0d7bfe6-6713-4e96-ba1c-dced8afba17d
875,Media Literacy 2: Evaluating Sources,https://create.kahoot.it/details/50e64be1-b5f4-4bfa-b0d0-346e56fd57d9
876,Media Literacy 3: Fact-Checking,https://create.kahoot.it/details/5a3fef28-5c7a-4df3-a1d8-5b9d89ee35df
877,BUMKT5902 W8 Pricing Strategies,https://create.kahoot.it/details/c701e320-853c-45e6-824e-9f1ddceabdce
878,BUMKT5902 W9 Advertisng & PR,https://create.kahoot.it/details/4e4f7ac1-5513-439e-9fa3-e48c98d3b2db
879,"Creating Customer Value: Products, Services and Brands",https://create.kahoot.it/details/8869fd4b-47d4-4dba-a79f-9146add74509
880,BUMKT5902 W11 Personal Selling,https://create.kahoot.it/details/0cd87396-0ec7-4113-97dc-c33dd42760d5
881,IBS310 International Marketing: Product Decisions for  International Markets,https://create.kahoot.it/details/101c517e-21be-4146-9009-06df2eb8df8f
882,IBS310 Week 5 Micro environment ,https://create.kahoot.it/details/662b570d-2a1b-4f4f-a27b-a4f1efc880cd
883,BUGEN5930 Week 6,https://create.kahoot.it/details/f59f93a2-4995-4a0d-8872-d40b5734408d
884,BUGEN5930 W3 Kahoot!,https://create.kahoot.it/details/90b26494-e756-4fc9-a5b2-020ec4aebe84
885,BUMKT5902 Week 6 ,https://create.kahoot.it/details/e2895e61-5ca9-4319-90f0-aed971c52506
